user_id,event_date,event_type
1,2024-01-07 00:00:00,session_start
1,2024-01-08 00:00:00,session_start
1,2024-01-09 00:00:00,session_start
1,2024-01-10 00:00:00,session_start
1,2024-01-11 00:00:00,session_start
1,2024-01-12 00:00:00,session_start
2,2024-01-20 00:00:00,session_start
2,2024-01-21 00:00:00,session_start
2,2024-01-22 00:00:00,session_start
2,2024-01-23 00:00:00,session_start
3,2024-01-29 00:00:00,session_start
3,2024-01-30 00:00:00,session_start
3,2024-01-31 00:00:00,session_start
3,2024-02-01 00:00:00,session_start
3,2024-02-02 00:00:00,session_start
3,2024-02-03 00:00:00,session_start
3,2024-02-04 00:00:00,session_start
3,2024-02-05 00:00:00,session_start
3,2024-02-06 00:00:00,session_start
3,2024-02-07 00:00:00,session_start
3,2024-02-08 00:00:00,session_start
4,2024-01-15 00:00:00,session_start
4,2024-01-16 00:00:00,session_start
5,2024-01-11 00:00:00,session_start
5,2024-01-12 00:00:00,session_start
5,2024-01-13 00:00:00,session_start
5,2024-01-14 00:00:00,session_start
5,2024-01-15 00:00:00,session_start
5,2024-01-16 00:00:00,session_start
6,2024-01-08 00:00:00,session_start
6,2024-01-09 00:00:00,session_start
6,2024-01-10 00:00:00,session_start
6,2024-01-11 00:00:00,session_start
6,2024-01-12 00:00:00,session_start
7,2024-01-29 00:00:00,session_start
7,2024-01-30 00:00:00,session_start
8,2024-01-21 00:00:00,session_start
9,2024-01-07 00:00:00,session_start
9,2024-01-08 00:00:00,session_start
9,2024-01-09 00:00:00,session_start
9,2024-01-10 00:00:00,session_start
9,2024-01-11 00:00:00,session_start
9,2024-01-12 00:00:00,session_start
10,2024-01-26 00:00:00,session_start
10,2024-01-27 00:00:00,session_start
10,2024-01-28 00:00:00,session_start
10,2024-01-29 00:00:00,session_start
10,2024-01-30 00:00:00,session_start
10,2024-01-31 00:00:00,session_start
10,2024-02-01 00:00:00,session_start
11,2024-01-19 00:00:00,session_start
11,2024-01-20 00:00:00,session_start
12,2024-01-23 00:00:00,session_start
12,2024-01-24 00:00:00,session_start
12,2024-01-25 00:00:00,session_start
12,2024-01-26 00:00:00,session_start
12,2024-01-27 00:00:00,session_start
12,2024-01-28 00:00:00,session_start
13,2024-01-11 00:00:00,session_start
13,2024-01-12 00:00:00,session_start
13,2024-01-13 00:00:00,session_start
14,2024-01-11 00:00:00,session_start
14,2024-01-12 00:00:00,session_start
14,2024-01-13 00:00:00,session_start
14,2024-01-14 00:00:00,session_start
14,2024-01-15 00:00:00,session_start
14,2024-01-16 00:00:00,session_start
14,2024-01-17 00:00:00,session_start
15,2024-01-24 00:00:00,session_start
15,2024-01-25 00:00:00,session_start
16,2024-01-21 00:00:00,session_start
16,2024-01-22 00:00:00,session_start
16,2024-01-23 00:00:00,session_start
16,2024-01-24 00:00:00,session_start
16,2024-01-25 00:00:00,session_start
16,2024-01-26 00:00:00,session_start
16,2024-01-27 00:00:00,session_start
16,2024-01-28 00:00:00,session_start
16,2024-01-29 00:00:00,session_start
16,2024-01-30 00:00:00,session_start
16,2024-01-31 00:00:00,session_start
16,2024-02-01 00:00:00,session_start
17,2024-01-04 00:00:00,session_start
17,2024-01-05 00:00:00,session_start
18,2024-01-08 00:00:00,session_start
18,2024-01-09 00:00:00,session_start
18,2024-01-10 00:00:00,session_start
19,2024-01-24 00:00:00,session_start
20,2024-01-03 00:00:00,session_start
21,2024-01-22 00:00:00,session_start
21,2024-01-23 00:00:00,session_start
21,2024-01-24 00:00:00,session_start
21,2024-01-25 00:00:00,session_start
22,2024-01-21 00:00:00,session_start
22,2024-01-22 00:00:00,session_start
23,2024-01-02 00:00:00,session_start
23,2024-01-03 00:00:00,session_start
23,2024-01-04 00:00:00,session_start
23,2024-01-05 00:00:00,session_start
23,2024-01-06 00:00:00,session_start
23,2024-01-07 00:00:00,session_start
23,2024-01-08 00:00:00,session_start
23,2024-01-09 00:00:00,session_start
23,2024-01-10 00:00:00,session_start
23,2024-01-11 00:00:00,session_start
24,2024-01-24 00:00:00,session_start
25,2024-01-12 00:00:00,session_start
25,2024-01-13 00:00:00,session_start
25,2024-01-14 00:00:00,session_start
26,2024-01-30 00:00:00,session_start
26,2024-01-31 00:00:00,session_start
26,2024-02-01 00:00:00,session_start
27,2024-01-06 00:00:00,session_start
28,2024-01-02 00:00:00,session_start
29,2024-01-28 00:00:00,session_start
29,2024-01-29 00:00:00,session_start
29,2024-01-30 00:00:00,session_start
30,2024-01-21 00:00:00,session_start
30,2024-01-22 00:00:00,session_start
30,2024-01-23 00:00:00,session_start
30,2024-01-24 00:00:00,session_start
31,2024-01-01 00:00:00,session_start
31,2024-01-02 00:00:00,session_start
31,2024-01-03 00:00:00,session_start
32,2024-01-12 00:00:00,session_start
32,2024-01-13 00:00:00,session_start
32,2024-01-14 00:00:00,session_start
32,2024-01-15 00:00:00,session_start
33,2024-01-26 00:00:00,session_start
33,2024-01-27 00:00:00,session_start
33,2024-01-28 00:00:00,session_start
33,2024-01-29 00:00:00,session_start
33,2024-01-30 00:00:00,session_start
34,2024-01-22 00:00:00,session_start
35,2024-01-29 00:00:00,session_start
35,2024-01-30 00:00:00,session_start
35,2024-01-31 00:00:00,session_start
35,2024-02-01 00:00:00,session_start
36,2024-01-12 00:00:00,session_start
36,2024-01-13 00:00:00,session_start
36,2024-01-14 00:00:00,session_start
36,2024-01-15 00:00:00,session_start
36,2024-01-16 00:00:00,session_start
36,2024-01-17 00:00:00,session_start
36,2024-01-18 00:00:00,session_start
36,2024-01-19 00:00:00,session_start
36,2024-01-20 00:00:00,session_start
36,2024-01-21 00:00:00,session_start
36,2024-01-22 00:00:00,session_start
36,2024-01-23 00:00:00,session_start
36,2024-01-24 00:00:00,session_start
36,2024-01-25 00:00:00,session_start
36,2024-01-26 00:00:00,session_start
36,2024-01-27 00:00:00,session_start
36,2024-01-28 00:00:00,session_start
37,2024-01-25 00:00:00,session_start
37,2024-01-26 00:00:00,session_start
37,2024-01-27 00:00:00,session_start
37,2024-01-28 00:00:00,session_start
38,2024-01-17 00:00:00,session_start
38,2024-01-18 00:00:00,session_start
38,2024-01-19 00:00:00,session_start
38,2024-01-20 00:00:00,session_start
38,2024-01-21 00:00:00,session_start
38,2024-01-22 00:00:00,session_start
39,2024-01-27 00:00:00,session_start
39,2024-01-28 00:00:00,session_start
40,2024-01-27 00:00:00,session_start
40,2024-01-28 00:00:00,session_start
40,2024-01-29 00:00:00,session_start
40,2024-01-30 00:00:00,session_start
40,2024-01-31 00:00:00,session_start
40,2024-02-01 00:00:00,session_start
40,2024-02-02 00:00:00,session_start
40,2024-02-03 00:00:00,session_start
41,2024-01-10 00:00:00,session_start
41,2024-01-11 00:00:00,session_start
41,2024-01-12 00:00:00,session_start
41,2024-01-13 00:00:00,session_start
41,2024-01-14 00:00:00,session_start
41,2024-01-15 00:00:00,session_start
41,2024-01-16 00:00:00,session_start
41,2024-01-17 00:00:00,session_start
42,2024-01-28 00:00:00,session_start
42,2024-01-29 00:00:00,session_start
42,2024-01-30 00:00:00,session_start
42,2024-01-31 00:00:00,session_start
43,2024-01-28 00:00:00,session_start
43,2024-01-29 00:00:00,session_start
43,2024-01-30 00:00:00,session_start
43,2024-01-31 00:00:00,session_start
43,2024-02-01 00:00:00,session_start
43,2024-02-02 00:00:00,session_start
43,2024-02-03 00:00:00,session_start
43,2024-02-04 00:00:00,session_start
43,2024-02-05 00:00:00,session_start
43,2024-02-06 00:00:00,session_start
43,2024-02-07 00:00:00,session_start
43,2024-02-08 00:00:00,session_start
43,2024-02-09 00:00:00,session_start
43,2024-02-10 00:00:00,session_start
43,2024-02-11 00:00:00,session_start
43,2024-02-12 00:00:00,session_start
43,2024-02-13 00:00:00,session_start
43,2024-02-14 00:00:00,session_start
43,2024-02-15 00:00:00,session_start
44,2024-01-16 00:00:00,session_start
45,2024-01-15 00:00:00,session_start
46,2024-01-30 00:00:00,session_start
46,2024-01-31 00:00:00,session_start
46,2024-02-01 00:00:00,session_start
46,2024-02-02 00:00:00,session_start
46,2024-02-03 00:00:00,session_start
46,2024-02-04 00:00:00,session_start
46,2024-02-05 00:00:00,session_start
46,2024-02-06 00:00:00,session_start
47,2024-01-30 00:00:00,session_start
47,2024-01-31 00:00:00,session_start
47,2024-02-01 00:00:00,session_start
47,2024-02-02 00:00:00,session_start
47,2024-02-03 00:00:00,session_start
47,2024-02-04 00:00:00,session_start
47,2024-02-05 00:00:00,session_start
47,2024-02-06 00:00:00,session_start
47,2024-02-07 00:00:00,session_start
48,2024-01-15 00:00:00,session_start
49,2024-01-30 00:00:00,session_start
49,2024-01-31 00:00:00,session_start
50,2024-01-19 00:00:00,session_start
51,2024-01-12 00:00:00,session_start
51,2024-01-13 00:00:00,session_start
52,2024-01-23 00:00:00,session_start
52,2024-01-24 00:00:00,session_start
52,2024-01-25 00:00:00,session_start
52,2024-01-26 00:00:00,session_start
52,2024-01-27 00:00:00,session_start
52,2024-01-28 00:00:00,session_start
52,2024-01-29 00:00:00,session_start
52,2024-01-30 00:00:00,session_start
53,2024-01-20 00:00:00,session_start
53,2024-01-21 00:00:00,session_start
53,2024-01-22 00:00:00,session_start
53,2024-01-23 00:00:00,session_start
54,2024-01-25 00:00:00,session_start
54,2024-01-26 00:00:00,session_start
54,2024-01-27 00:00:00,session_start
55,2024-01-03 00:00:00,session_start
55,2024-01-04 00:00:00,session_start
55,2024-01-05 00:00:00,session_start
56,2024-01-05 00:00:00,session_start
57,2024-01-19 00:00:00,session_start
57,2024-01-20 00:00:00,session_start
58,2024-01-07 00:00:00,session_start
58,2024-01-08 00:00:00,session_start
58,2024-01-09 00:00:00,session_start
58,2024-01-10 00:00:00,session_start
58,2024-01-11 00:00:00,session_start
58,2024-01-12 00:00:00,session_start
59,2024-01-21 00:00:00,session_start
59,2024-01-22 00:00:00,session_start
59,2024-01-23 00:00:00,session_start
59,2024-01-24 00:00:00,session_start
59,2024-01-25 00:00:00,session_start
59,2024-01-26 00:00:00,session_start
59,2024-01-27 00:00:00,session_start
59,2024-01-28 00:00:00,session_start
59,2024-01-29 00:00:00,session_start
59,2024-01-30 00:00:00,session_start
59,2024-01-31 00:00:00,session_start
59,2024-02-01 00:00:00,session_start
59,2024-02-02 00:00:00,session_start
59,2024-02-03 00:00:00,session_start
59,2024-02-04 00:00:00,session_start
59,2024-02-05 00:00:00,session_start
59,2024-02-06 00:00:00,session_start
59,2024-02-07 00:00:00,session_start
59,2024-02-08 00:00:00,session_start
60,2024-01-09 00:00:00,session_start
60,2024-01-10 00:00:00,session_start
60,2024-01-11 00:00:00,session_start
60,2024-01-12 00:00:00,session_start
60,2024-01-13 00:00:00,session_start
60,2024-01-14 00:00:00,session_start
60,2024-01-15 00:00:00,session_start
60,2024-01-16 00:00:00,session_start
60,2024-01-17 00:00:00,session_start
60,2024-01-18 00:00:00,session_start
61,2024-01-07 00:00:00,session_start
62,2024-01-18 00:00:00,session_start
62,2024-01-19 00:00:00,session_start
62,2024-01-20 00:00:00,session_start
62,2024-01-21 00:00:00,session_start
62,2024-01-22 00:00:00,session_start
62,2024-01-23 00:00:00,session_start
62,2024-01-24 00:00:00,session_start
62,2024-01-25 00:00:00,session_start
62,2024-01-26 00:00:00,session_start
62,2024-01-27 00:00:00,session_start
62,2024-01-28 00:00:00,session_start
62,2024-01-29 00:00:00,session_start
63,2024-01-04 00:00:00,session_start
63,2024-01-05 00:00:00,session_start
63,2024-01-06 00:00:00,session_start
63,2024-01-07 00:00:00,session_start
63,2024-01-08 00:00:00,session_start
63,2024-01-09 00:00:00,session_start
63,2024-01-10 00:00:00,session_start
63,2024-01-11 00:00:00,session_start
64,2024-01-25 00:00:00,session_start
64,2024-01-26 00:00:00,session_start
64,2024-01-27 00:00:00,session_start
64,2024-01-28 00:00:00,session_start
64,2024-01-29 00:00:00,session_start
64,2024-01-30 00:00:00,session_start
64,2024-01-31 00:00:00,session_start
64,2024-02-01 00:00:00,session_start
65,2024-01-28 00:00:00,session_start
65,2024-01-29 00:00:00,session_start
65,2024-01-30 00:00:00,session_start
65,2024-01-31 00:00:00,session_start
66,2024-01-14 00:00:00,session_start
66,2024-01-15 00:00:00,session_start
66,2024-01-16 00:00:00,session_start
67,2024-01-18 00:00:00,session_start
67,2024-01-19 00:00:00,session_start
68,2024-01-26 00:00:00,session_start
69,2024-01-09 00:00:00,session_start
69,2024-01-10 00:00:00,session_start
70,2024-01-26 00:00:00,session_start
70,2024-01-27 00:00:00,session_start
71,2024-01-21 00:00:00,session_start
71,2024-01-22 00:00:00,session_start
71,2024-01-23 00:00:00,session_start
71,2024-01-24 00:00:00,session_start
72,2024-01-02 00:00:00,session_start
72,2024-01-03 00:00:00,session_start
72,2024-01-04 00:00:00,session_start
72,2024-01-05 00:00:00,session_start
72,2024-01-06 00:00:00,session_start
72,2024-01-07 00:00:00,session_start
72,2024-01-08 00:00:00,session_start
73,2024-01-20 00:00:00,session_start
73,2024-01-21 00:00:00,session_start
73,2024-01-22 00:00:00,session_start
73,2024-01-23 00:00:00,session_start
74,2024-01-28 00:00:00,session_start
75,2024-01-15 00:00:00,session_start
75,2024-01-16 00:00:00,session_start
75,2024-01-17 00:00:00,session_start
75,2024-01-18 00:00:00,session_start
75,2024-01-19 00:00:00,session_start
75,2024-01-20 00:00:00,session_start
75,2024-01-21 00:00:00,session_start
75,2024-01-22 00:00:00,session_start
75,2024-01-23 00:00:00,session_start
75,2024-01-24 00:00:00,session_start
75,2024-01-25 00:00:00,session_start
75,2024-01-26 00:00:00,session_start
75,2024-01-27 00:00:00,session_start
75,2024-01-28 00:00:00,session_start
75,2024-01-29 00:00:00,session_start
75,2024-01-30 00:00:00,session_start
76,2024-01-28 00:00:00,session_start
76,2024-01-29 00:00:00,session_start
76,2024-01-30 00:00:00,session_start
76,2024-01-31 00:00:00,session_start
76,2024-02-01 00:00:00,session_start
76,2024-02-02 00:00:00,session_start
76,2024-02-03 00:00:00,session_start
76,2024-02-04 00:00:00,session_start
76,2024-02-05 00:00:00,session_start
76,2024-02-06 00:00:00,session_start
76,2024-02-07 00:00:00,session_start
76,2024-02-08 00:00:00,session_start
76,2024-02-09 00:00:00,session_start
76,2024-02-10 00:00:00,session_start
76,2024-02-11 00:00:00,session_start
77,2024-01-07 00:00:00,session_start
77,2024-01-08 00:00:00,session_start
77,2024-01-09 00:00:00,session_start
77,2024-01-10 00:00:00,session_start
77,2024-01-11 00:00:00,session_start
77,2024-01-12 00:00:00,session_start
77,2024-01-13 00:00:00,session_start
77,2024-01-14 00:00:00,session_start
78,2024-01-12 00:00:00,session_start
78,2024-01-13 00:00:00,session_start
78,2024-01-14 00:00:00,session_start
78,2024-01-15 00:00:00,session_start
78,2024-01-16 00:00:00,session_start
78,2024-01-17 00:00:00,session_start
78,2024-01-18 00:00:00,session_start
78,2024-01-19 00:00:00,session_start
78,2024-01-20 00:00:00,session_start
78,2024-01-21 00:00:00,session_start
78,2024-01-22 00:00:00,session_start
78,2024-01-23 00:00:00,session_start
78,2024-01-24 00:00:00,session_start
78,2024-01-25 00:00:00,session_start
78,2024-01-26 00:00:00,session_start
78,2024-01-27 00:00:00,session_start
78,2024-01-28 00:00:00,session_start
78,2024-01-29 00:00:00,session_start
78,2024-01-30 00:00:00,session_start
78,2024-01-31 00:00:00,session_start
78,2024-02-01 00:00:00,session_start
78,2024-02-02 00:00:00,session_start
78,2024-02-03 00:00:00,session_start
78,2024-02-04 00:00:00,session_start
79,2024-01-29 00:00:00,session_start
79,2024-01-30 00:00:00,session_start
79,2024-01-31 00:00:00,session_start
79,2024-02-01 00:00:00,session_start
80,2024-01-08 00:00:00,session_start
80,2024-01-09 00:00:00,session_start
80,2024-01-10 00:00:00,session_start
80,2024-01-11 00:00:00,session_start
80,2024-01-12 00:00:00,session_start
80,2024-01-13 00:00:00,session_start
80,2024-01-14 00:00:00,session_start
80,2024-01-15 00:00:00,session_start
80,2024-01-16 00:00:00,session_start
80,2024-01-17 00:00:00,session_start
80,2024-01-18 00:00:00,session_start
80,2024-01-19 00:00:00,session_start
80,2024-01-20 00:00:00,session_start
80,2024-01-21 00:00:00,session_start
80,2024-01-22 00:00:00,session_start
80,2024-01-23 00:00:00,session_start
80,2024-01-24 00:00:00,session_start
81,2024-01-15 00:00:00,session_start
82,2024-01-03 00:00:00,session_start
82,2024-01-04 00:00:00,session_start
82,2024-01-05 00:00:00,session_start
83,2024-01-14 00:00:00,session_start
83,2024-01-15 00:00:00,session_start
84,2024-01-17 00:00:00,session_start
84,2024-01-18 00:00:00,session_start
85,2024-01-04 00:00:00,session_start
86,2024-01-18 00:00:00,session_start
86,2024-01-19 00:00:00,session_start
86,2024-01-20 00:00:00,session_start
86,2024-01-21 00:00:00,session_start
86,2024-01-22 00:00:00,session_start
87,2024-01-08 00:00:00,session_start
87,2024-01-09 00:00:00,session_start
87,2024-01-10 00:00:00,session_start
87,2024-01-11 00:00:00,session_start
87,2024-01-12 00:00:00,session_start
87,2024-01-13 00:00:00,session_start
87,2024-01-14 00:00:00,session_start
87,2024-01-15 00:00:00,session_start
88,2024-01-04 00:00:00,session_start
88,2024-01-05 00:00:00,session_start
88,2024-01-06 00:00:00,session_start
88,2024-01-07 00:00:00,session_start
